Customer Name,Customer ID,Row ID,Lenghth,Order Priority,Discount, Unit Price , Shipping Cost ,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date, Profit ,Quantity ordered new,Sales,Order ID,Status
Karen Hendricks,854,21351,8,Critical,6%, $1.76 , $0.70 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,56%,United States,East,Connecticut,Branford,6405,30-04-2015,02-05-2015, $1.22 ,22,39.26,88571,Accepted
Marvin Parrott,2372,21988,6,Medium,1%, $1.76 , $0.70 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,56%,United States,Central,Minnesota,Duluth,55803,15-03-2015,16-03-2015, $(1.56),4,7.2,90714,Accepted
Andrew Levine,3079,7491,13,Not Specified,1%, $1.76 , $0.70 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,56%,United States,East,Pennsylvania,Philadelphia,19112,11-06-2015,12-06-2015, $3.13 ,71,129.72,53476,Accepted
Gwendolyn F Tyson,14,24846,6,Medium,8%, $3.28 , $2.31 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 321,56%,United States,Central,Minnesota,Prior Lake,55372,12-05-2015,13-05-2015, $(24.03),7,22.23,86838,Accepted
Kenneth Pollock,2049,18498,4,High,9%, $1.76 , $0.70 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 326,56%,United States,South,Virginia,Harrisonburg,22801,21-06-2015,24-06-2015, $(12.28),13,21.77,88220,Accepted
Kent Kerr,152,21103,8,Critical,9%, $2.88 , $0.70 ,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 335,56%,United States,South,Tennessee,Knoxville,37918,15-01-2015,16-01-2015, $(172.72),2,5.5,89520,Accepted
Sidney Greenberg,1636,19145,8,Critical,8%, $4.28 , $0.94 ,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 336,56%,United States,West,California,Salinas,93905,14-01-2015,17-01-2015, $10.58 ,7,29.18,89704,Accepted
Sean N Boyer,2491,1617,3,Low,6%, $4.28 , $0.94 ,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 336,56%,United States,West,California,Los Angeles,90045,26-04-2015,28-04-2015, $0.37 ,9,38.96,11712,Accepted
Maria Block,2495,19617,3,Low,6%, $4.28 , $0.94 ,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 336,56%,United States,West,Wyoming,Rock Springs,82901,26-04-2015,28-04-2015, $0.37 ,2,8.66,86885,Accepted
Arthur Gold,3226,22294,13,Not Specified,2%, $4.28 , $0.94 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 336,56%,United States,South,Tennessee,Hendersonville,37075,14-01-2015,15-01-2015, $(105.13),4,17.89,86507,Accepted
Gail Rankin Cole,894,2046,8,Critical,6%, $3.28 , $3.97 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,56%,United States,East,District of Columbia,Washington,20024,10-01-2015,11-01-2015, $(86.00),19,63.14,14596,Accepted
Jennifer Siegel,896,20046,8,Critical,6%, $3.28 , $3.97 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,56%,United States,Central,Texas,Denton,76201,10-01-2015,11-01-2015, $(66.65),5,16.62,90166,Accepted
Frances Jackson,1433,19811,13,Not Specified,2%, $3.28 , $3.97 ,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,56%,United States,Central,Indiana,Jeffersonville,47130,05-03-2015,06-03-2015, $(66.35),7,25.15,86826,Accepted
Harry Sellers,2164,22451,13,Not Specified,5%, $3.28 , $3.97 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,56%,United States,West,California,Pasadena,91104,09-01-2015,09-01-2015, $(144.92),11,36.3,88794,Accepted
Christopher High,2215,23512,3,Low,7%, $3.28 , $3.97 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,56%,United States,East,Ohio,Massillon,44646,23-06-2015,23-06-2015, $(22.18),4,14.76,90314,Accepted
Edward Pugh,259,18011,3,Low,9%, $2.88 , $0.70 ,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,56%,United States,West,New Mexico,Santa Fe,87505,19-01-2015,19-01-2015, $5.75 ,10,26.38,85857,Accepted
Carolyn Greer,1391,20523,13,Not Specified,0%, $2.88 , $0.70 ,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,56%,United States,West,California,Sunnyvale,94086,24-04-2015,24-04-2015, $(0.11),1,7.96,88727,Accepted
Albert Tyson,1814,21747,13,Not Specified,0%, $2.88 , $0.70 ,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,56%,United States,South,Mississippi,Olive Branch,38654,23-05-2015,25-05-2015, $(141.67),13,38.06,90524,Accepted
Lawrence Dennis,1782,21283,4,High,3%, $3.28 , $3.97 ,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,56%,United States,West,California,San Clemente,92672,06-01-2015,08-01-2015, $(90.76),7,24.57,89856,Accepted
Debra Batchelor,2376,22827,4,High,5%, $3.28 , $3.97 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,56%,United States,West,Idaho,Moscow,83843,05-03-2015,06-03-2015, $(100.24),18,61.29,91321,Accepted
Alicia Maynard,3320,20203,13,Not Specified,8%, $3.28 , $3.97 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,56%,United States,South,Tennessee,Jackson,38301,27-04-2015,28-04-2015, $0.43 ,18,57.24,90103,Accepted
Dawn Larson,2791,19860,8,Critical,9%, $2.88 , $0.70 ,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 346,56%,United States,Central,Michigan,Madison Heights,48071,15-01-2015,15-01-2015, $4.85 ,7,19.29,88758,Accepted
Gwendolyn F Tyson,14,24847,6,Medium,5%, $3.28 , $4.20 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 351,56%,United States,Central,Minnesota,Prior Lake,55372,12-05-2015,13-05-2015, $(37.03),4,13.99,86838,Accepted
Vicki Hauser,166,21040,3,Low,8%, $399.98 , $12.06 ,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,56%,United States,South,Tennessee,Lebanon,37087,11-01-2015,18-01-2015, $28.51 ,5,1839.91,89426,Accepted
Leigh Burnette Hurley,2107,5501,6,Medium,5%, $399.98 , $12.06 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,56%,United States,Central,Illinois,Chicago,60601,06-06-2015,06-06-2015, $567.59 ,24,9666.72,39015,Accepted
Eddie Walker,2203,22595,8,Critical,3%, $399.98 , $12.06 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,56%,United States,Central,Minnesota,Brooklyn Park,55445,04-01-2015,06-01-2015, $(663.51),2,807,86052,Accepted
Shawn McIntyre,236,18885,13,Not Specified,0%, $442.14 , $14.70 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,56%,United States,West,Colorado,Louisville,80027,22-02-2015,22-02-2015," $3,294.83 ",10,4775.11,86621,Accepted
Josephine Rao,1279,25005,13,Not Specified,0%, $442.14 , $14.70 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,56%,United States,Central,Indiana,Hammond,46324,05-03-2015,05-03-2015, $501.51 ,5,2343.34,90115,Accepted
Tom Hoyle Honeycutt,2157,21835,3,Low,5%, $442.14 , $14.70 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,56%,United States,Central,Michigan,Warren,48093,16-03-2015,25-03-2015," $2,963.48 ",14,5880.46,90385,Accepted
Sally Liu,2973,24770,8,Critical,10%, $442.14 , $14.70 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,56%,United States,Central,Wisconsin,New Berlin,53151,20-05-2015,21-05-2015, $137.69 ,6,2411.43,87187,Accepted
Wendy Pridgen Pearce,2583,19123,6,Medium,4%, $510.14 , $14.70 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML520 Series Dot Matrix Printers,56%,United States,Central,Michigan,Holland,49423,07-06-2015,09-06-2015, $(251.40),3,1527.97,89657,Accepted
Wayne English,3113,21122,13,Not Specified,6%, $34.58 , $8.99 ,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,56%,United States,South,Louisiana,New Iberia,70560,17-05-2015,19-05-2015, $384.50 ,13,456.58,86860,Accepted
Sally House,959,25795,13,Not Specified,1%, $145.45 , $17.85 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,56%,United States,Central,Texas,Burleson,76028,22-03-2015,23-03-2015, $837.68 ,8,1214.03,91581,Accepted
Eddie Walker,2203,23919,3,Low,8%, $145.45 , $17.85 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,56%,United States,Central,Minnesota,Brooklyn Park,55445,04-02-2015,04-02-2015, $751.58 ,8,1117.66,86051,Accepted
Betsy Puckett,2630,21983,8,Critical,0%, $145.45 , $17.85 ,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,56%,United States,Central,Oklahoma,Norman,73071,05-01-2015,07-01-2015, $801.75 ,8,1191.2,85914,Accepted
Melvin Kendall,2135,24348,4,High,1%, $28.99 , $8.59 ,Regular Air,Home Office,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,56%,United States,West,New Mexico,Clovis,88101,06-02-2015,07-02-2015, $196.52 ,21,556.61,91583,Accepted
Andrew Gonzalez,2882,2314,4,High,7%, $28.99 , $8.59 ,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,56%,United States,South,North Carolina,Charlotte,28206,19-03-2015,19-03-2015, $(16.06),39,936.8,16676,Accepted
Stuart C Robinson,2884,20314,4,High,7%, $28.99 , $8.59 ,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,56%,United States,East,Ohio,North Ridgeville,44039,19-03-2015,19-03-2015, $(12.08),10,240.21,87631,Accepted
Diana Xu,156,22329,8,Critical,1%, $95.99 , $4.90 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,56%,United States,West,Colorado,Fort Collins,80525,14-05-2015,15-05-2015, $713.88 ,13,1050.08,87671,Accepted
Laurence Poe,680,21612,6,Medium,4%, $95.99 , $4.90 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,56%,United States,West,Washington,Spokane,99207,04-03-2015,06-03-2015, $(258.23),3,253.78,88890,Accepted
Charles Cline,1653,19252,13,Not Specified,10%, $95.99 , $4.90 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,56%,United States,West,California,Thousand Oaks,91360,24-01-2015,25-01-2015, $(268.66),2,149.8,89885,Accepted
Martin Kirk,1875,20844,8,Critical,9%, $95.99 , $4.90 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T60,56%,United States,South,Virginia,Chesapeake,23320,29-01-2015,31-01-2015, $34.30 ,4,320.75,90899,Accepted
Kerry Beach,2352,20905,8,Critical,7%, $195.99 , $4.20 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T65,56%,United States,East,Maryland,Cumberland,21501,20-06-2015,23-06-2015, $(222.34),4,632.12,86165,Accepted
Josephine Dalton,2543,19032,6,Medium,2%, $195.99 , $4.20 ,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,T65,56%,United States,South,Virginia,Richmond,23223,11-06-2015,12-06-2015, $40.28 ,19,3194.99,87917,Accepted
Carol Saunders,507,18304,8,Critical,4%, $65.99 , $8.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Talkabout T8367,56%,United States,South,Kentucky,Bowling Green,42104,18-04-2015,19-04-2015, $131.33 ,17,946.29,87357,Accepted
Dwight Bishop,1108,20809,6,Medium,2%, $65.99 , $8.99 ,Express Air,Small Business,Technology,Telephones and Communication,Small Box,Talkabout T8367,56%,United States,Central,Texas,Lancaster,75146,20-05-2015,21-05-2015, $168.24 ,8,479.79,86409,Accepted
Tim Connolly,2833,20595,13,Not Specified,8%, $65.99 , $8.99 ,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,Talkabout T8367,56%,United States,Central,Minnesota,Inver Grove Heights,55076,25-03-2015,26-03-2015, $206.35 ,15,808.61,91030,Accepted
Matthew Berman,32,19355,3,Low,6%, $205.99 , $8.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,TimeportP7382,56%,United States,West,Oregon,Grants Pass,97526,12-03-2015,19-03-2015," $3,568.10 ",22,3838.14,89203,Accepted
Valerie Siegel,1788,23966,8,Critical,4%, $205.99 , $8.99 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,TimeportP7382,56%,United States,South,Georgia,Woodstock,30188,21-01-2015,22-01-2015, $960.98 ,6,1008.53,88256,Accepted
Danielle Baird,2358,20798,3,Low,10%, $205.99 , $8.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,TimeportP7382,56%,United States,South,Florida,Fort Lauderdale,33311,04-03-2015,08-03-2015, $147.00 ,2,324.62,88267,Accepted
Alison Jones,2778,20098,4,High,8%, $205.99 , $8.99 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,TimeportP7382,56%,United States,South,North Carolina,Wilmington,28403,11-02-2015,12-02-2015," $(1,963.75)",5,837.64,87160,Accepted
Lloyd Levin,2256,19054,8,Critical,7%, $60.97 , $4.50 ,Express Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,56%,United States,South,North Carolina,New Bern,28560,02-01-2015,04-01-2015, $(42.59),6,361.72,87963,Accepted
Beverly Roberts,2395,24954,13,Not Specified,4%, $60.97 , $4.50 ,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,56%,United States,South,Georgia,Savannah,31401,23-03-2015,24-03-2015, $79.42 ,15,904.31,86952,Accepted
Stanley Steele,2709,18898,6,Medium,7%, $60.97 , $4.50 ,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,56%,United States,East,Maryland,Ellicott City,21042,28-05-2015,30-05-2015, $(41.77),1,57.84,89240,Accepted
Billie Stern,3269,21458,8,Critical,1%, $60.97 , $4.50 ,Express Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,56%,United States,East,New Jersey,North Plainfield,7060,28-01-2015,30-01-2015, $527.88 ,12,765.04,89836,Accepted
Edna Monroe Talley,550,23210,6,Medium,8%, $115.99 , $5.99 ,Express Air,Corporate,Technology,Telephones and Communication,Small Box,2160,57%,United States,Central,Texas,Seguin,78155,12-06-2015,13-06-2015, $(239.54),1,102.21,90910,Accepted
Wallace Werner,91,19611,6,Medium,6%, $175.99 , $8.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,57%,United States,West,California,Vallejo,94591,04-03-2015,06-03-2015," $2,031.51 ",23,3363.53,87177,Accepted
Adam G Sawyer,697,22616,6,Medium,10%, $175.99 , $8.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,57%,United States,Central,Indiana,East Chicago,46312,27-03-2015,28-03-2015, $928.96 ,10,1346.32,89847,Accepted
Nelson Hensley,698,4616,6,Medium,10%, $175.99 , $8.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,57%,United States,West,Washington,Seattle,98105,27-03-2015,28-03-2015, $930.99 ,39,5250.66,32869,Accepted
Edith Forbes,1156,20212,4,High,6%, $175.99 , $8.99 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,2180,57%,United States,East,Massachusetts,Tewksbury,1876,14-02-2015,15-02-2015, $48.47 ,7,1013.84,90855,Accepted
Vanessa Boyer,1821,6624,13,Not Specified,8%, $175.99 , $8.99 ,Express Air,Consumer,Technology,Telephones and Communication,Small Box,2180,57%,United States,East,New York,New York City,10177,15-04-2015,16-04-2015, $(459.08),16,2290.69,47108,Accepted
Cindy Harvey,1303,20652,3,Low,1%, $65.99 , $5.31 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,3390,57%,United States,West,Utah,Tooele,84074,19-02-2015,26-02-2015, $250.36 ,9,536.9,87005,Accepted
Stuart Holloway,762,20377,13,Not Specified,0%, $125.99 , $8.99 ,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,5170i,57%,United States,West,Washington,Vancouver,98661,27-04-2015,29-04-2015, $613.90 ,12,1362.2,87525,Accepted
Harriet Bowman,1997,19797,13,Not Specified,10%, $125.99 , $8.99 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5170i,57%,United States,South,South Carolina,Hilton Head Island,29915,25-01-2015,28-01-2015, $17.65 ,4,408.66,90333,Accepted
Nelson Hong,1754,19479,3,Low,9%, $95.99 , $8.99 ,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,600 Series Flip,57%,United States,West,California,Torrance,90503,27-02-2015,03-03-2015, $7.03 ,8,627.28,90178,Accepted
Gerald Petty,1620,19502,4,High,2%, $45.99 , $4.99 ,Express Air,Consumer,Technology,Telephones and Communication,Small Box,600 Series Non-Flip,57%,United States,East,Pennsylvania,Lancaster,17602,06-04-2015,07-04-2015, $3.96 ,4,163.01,90248,Accepted
Lorraine Kelly,52,18551,13,Not Specified,0%, $115.99 , $2.50 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,6160,57%,United States,West,Washington,Puyallup,98373,10-03-2015,10-03-2015, $162.67 ,6,627.04,88426,Accepted
Neil Bailey,1690,22798,3,Low,5%, $115.99 , $5.26 ,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,636,57%,United States,East,Pennsylvania,Harrisburg,17112,24-01-2015,28-01-2015, $616.54 ,9,893.53,91076,Accepted
Eileen Cheek,489,23393,6,Medium,9%, $20.99 , $0.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory25,57%,United States,East,Massachusetts,Norwood,2062,18-05-2015,18-05-2015, $122.29 ,14,229.57,91063,Accepted
Patrick Lowry,2353,25339,8,Critical,1%, $20.99 , $0.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory25,57%,United States,East,Maryland,Edgewood,21040,29-04-2015,30-04-2015, $(78.19),2,35.33,86164,Accepted
Ann Steele,3063,19652,13,Not Specified,3%, $20.99 , $0.99 ,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory25,57%,United States,West,Washington,Kirkland,98034,24-05-2015,26-05-2015, $4.18 ,9,158.87,88449,Accepted
Marsha P Joyner,911,24028,4,High,1%, $59.76 , $9.71 ,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",57%,United States,East,West Virginia,Wheeling,26003,04-04-2015,06-04-2015, $354.33 ,8,513.52,90186,Accepted
Kerry Beach,2352,20904,8,Critical,6%, $59.76 , $9.71 ,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",57%,United States,East,Maryland,Cumberland,21501,20-06-2015,23-06-2015, $756.67 ,18,1096.63,86165,Accepted
Joy Maxwell,744,19209,3,Low,2%, $59.98 , $3.99 ,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,57%,United States,West,Arizona,Oro Valley,85737,28-01-2015,06-02-2015, $(54.62),1,63.48,87725,Accepted
Jeffrey Lloyd,2115,21153,6,Medium,2%, $95.95 , $74.35 ,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Bevis Steel Folding Chairs,57%,United States,South,Virginia,Oakton,22124,29-04-2015,01-05-2015, $636.52 ,14,1377.46,88406,Accepted
Lester Woodward Maynard,2198,26083,13,Not Specified,3%, $25.98 , $4.08 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1799 Powerhouse™ Electric Pencil Sharpener,57%,United States,East,New York,Lindenhurst,11757,22-05-2015,25-05-2015, $295.91 ,16,428.85,89174,Accepted
Wayne Bass,2548,5778,3,Low,5%, $22.99 , $8.99 ,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,57%,United States,West,California,Los Angeles,90068,21-04-2015,28-04-2015, $18.27 ,37,881.74,40997,Accepted
